name,introduction,itinerary,destination_location
"Salsa Fiesta Latina - Dance Your Way Through Friday  ","Introducing a cool Latin dancing place in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> for all dancers with passion. In our community, we drink, we dance, and we chit-chat. Enjoy mingling with other folks while learning to dance. Who knows? The next dancing star might be you!","20:45 - Meet up at BTS Station (Nana) / 21:00 - Enjoy the social dance, and hang out with cool people. **The admission fee includes 1 drink**Don't worry, we have professional instructors to guide you through. There's no need to be shy! / 23:00 - End the experience and return to Nana BTS Station.",Bangkok
Learning Basic Self-Defense & Exploring Street Food at Chinatown,"I will be coaching the basics of self-defense system that can be easily applied in real situations. After training, we will go to Chinatown together to explore the unique food scene and taste one of best tasting street food in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>.",17:45 - Meet up at MRT Station (Hua Lamphong) / 18:00 - Start training session at the rooftop of my house. / 19:00 - Wrap up the training and get ready to go to Chinatown. / 19:30 - Head to Chinatown by private car. / 19:45 - Explore the streets of Chinatown on foot and have dinner there. / 20:45 - Finish the walking tour and back to the car. / 21:00 - Guests dropped off at MRT Hua Lamphong Station.,Bangkok
"Capture This: A Fun Photo Exploration Adventure of Hidden Gems in Bangkok ","Everything, from the overall route to the exact locations, was specially chosen to make the most of your journey and to take home your best photos of <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>. Visit off the beaten track and less tourist locations. You don’t have to be a photographer.","12:30 - Meet up at BTS Station (Siam) / 12:30 - We will meet at Jamies Italian Kitchen in Siam Discovery at the bar for meet and greet and drink. / 13:00 - The afternoon session starts with an introduction to <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>’s art scene where you’ll start taking your stunning, creative photos. We’ll see interesting contrasts between modern art and the community street art. / 15:00 - To make the most of our time and get a sense of how locals get around, we’ll take the boat down Sansab Canel to cross the city. We’ll capture the surroundings as we go and then we’ll wander through authentic local villages near Tanon Dinsor. / 16:00 - Stop for a local spot freshly cocked in front of us Thai food to keep us going with choice of drink before we continue. / 16:00 - See some opulent temples like Wat Lohaprasart and Ratchaborpit and that are typically off the radar for tourists. You’ll feel like you’ll have them all to yourself as we take memorising, uninterrupted shots of you among the golden Buddhas. / 17:00 - You’ll also get a special peek into the monks’ habitual evening meditation chants. / 17:30 - After this initiation to some of Thailand’s culture, we’ll see how BKK relaxes after work we visit Saranrom Park while taking advantage of the photographic moments along the way. / 18:00 - The journey winds down on the Chaopraya river our private area to taste some delicious a Thai treat and mocktail or cool beer with panoramic sunset views of the riverside and a <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> icon on the horizon. / 19:00 - Finish Trip - On the Riverside Maharaj Road Riverside - Closest BTS -  We will help all guests get a taxi or make there way to BTS",Bangkok
"Death Railway Tour in Kanchanaburi ","Let's go and explore <a class=""auto-highlight"" href=""/to/Kanchanaburi"" target=""_blank"">Kanchanaburi</a> Province! Visit the River Kwai Bridge to the Death Railway and the beautiful and marvelous Tiger Cave in one day with me, your one and only Local Expert!","07:00 - Meet up at our meeting point- Hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area)- Railway Station (<a class=""auto-highlight"" href=""/to/Kanchanaburi"" target=""_blank"">Kanchanaburi</a> Railway Station)- Bus Terminal (<a class=""auto-highlight"" href=""/to/Kanchanaburi"" target=""_blank"">Kanchanaburi</a> Bus Terminal) / 09:15 - Start our trip by meeting up at our meeting point at <a class=""auto-highlight"" href=""/to/Kanchanaburi"" target=""_blank"">Kanchanaburi</a>! / 09:45 - Visit the JEATH War Museum to get an impression about life in Thailand during World War II. / 10:30 - Visit the historical bridge over the River Kwai and You can capture some of the most impressive photos right here! / 11:15 - Ride the along Burma Railway (also known as the “Death Railway” and “Burma-Siam Railway.), built by the Empire of Japan to support its forces in World War II. Along this trail, we can visit the Tham Krasae Cave. / 12:00 - We'll stop for some authentic Thai lunch at Tham Krasae Railway Station! / 14:30 - After we finish lunch, we'll head to the Tiger Cave Temple or in Thai, ""Wat Tham Sua"". / 17:00 - We've reached the end of the trip! This is the time to return to <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> or the meeting point!",Kanchanaburi
"Chaman’s Consultation – with Kree or Pow Tchu Sao ","You will be accompanied by Sophal, a Khmer woman who speak Khmer, English, and French, and will explain to you all about Khmer culture and beliefs. We will take you away from the tourist route.","09:00 - Meet up at hotel lobby (in Siem Reap area) / 10:00 - Travel to the Khmer chaman’s house (near Bakong temple) / 12:00 - Have the local lunch / 13:00 - Go back to Siem Reap and back to the hotelOptional: if you would like to have lunch at the temple, we will take you back to the hotel around 3 pm.",Siem Reap
"A Peaceful Mind and a Tranquil Heart - Bangkok Meditation Day Trip! ",This is a day trip at the Buddhadasa Indapanno Archives or BIA (A.k.a Suan Mokkh). Pure Dharma will be experienced in this trip with various types of activities! You will meet and taste a glimpse of Nirvana by relieving your mind with meditation!,"10:00 - Meet up at BTS Station (Mo Chit) / 11:00 - Let's start the trip by a sightseeing the Garden of Liberation (Suan Mokkh <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> (Buddhadasa Indapanno Archives or BIA)! This is a great opportunity for you to learn about the Buddhist Dharma, and why Buddhism is the main religion of Thai people! / 12:00 - Let's have lunch (Local Organic Food)! / 13:00 - Experience a glimpse of ""Nirvana"" by practicing both Sitting Meditation and Walking Meditation! This is such a great way to ease your mind after a long day in this bustling mega city! / 15:00 - Learn from Dharma picture puzzles, share ideas, and decode the clue of the puzzle to take in pure Buddhist Dharma! What a great way to learn! / 18:00 - Let's head to a special event (Check Schedule before Booking)!  This event is a Dharma preaching session by a foreign venerable monk, who practices Dhamma purely with a senior Thai Monk of Theravada Forest tradition. The preaching will be in English!",Bangkok
"Be a Thai Craftsman at a 'Khon' Mask Crafting Workshop! ",This is a Thai mask painting workshop for anyone who loves contemporary art! The activity will take around 4-6 hrs. You'll be proud of your craftsmanship and inspiration from a professional artist. Let's enjoy and have fun!,"10:30 - Meet up at hotel lobby (in <a class=""auto-highlight"" href=""/to/Chiang Mai"" target=""_blank"">Chiang Mai</a> area) / 11:00 - We've arrived at our gallery! The workshop will take place in our gallery while at the end of the activity, we can go out to party together at night! Let's practice your craftsmanship! / 16:30 - We finish the activity session! Time to appreciate your own result! / 17:00 - Return to your hotel! (If you want, you can join me to go out at night!) Thank you for joining me on this trip!",Chiang Mai
Let's Hang Out and Explore Downtown of Bangkok,"My favorite places are department stores and shopping venues. I also love eating out and discover new good eats and trendy restaurants. Let's hang out, eat, shop, and observe the surrounding with me in the heart of <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>","10:00 - Meet up at our meeting point- BTS Station (Any Station)- Hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area) / 10:30 - Stroll along and (window) shop at ones of the most famous shopping malls of <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>; Siam Paragon, Central World, MBK, and many more. / 11:30 - Lunch of your choice / 13:00 - Continue walking around Siam area. Discover street fashions and its trends among Thai youngsters / 15:00 - Have a break at a nice cafe for a relaxing​ afternoon",Bangkok
"Cycling Tour to Grand Canyon via a Peaceful Shortcut in Chiang Mai! ","The trip is starts with a bicycle trip! We'll start from NK Bike Rental Shop, and go through the local road! We're going to have lunch at a bamboo house before arriving at the Grand Canyon! Lastly, we'll be stopping at a cool coffee house!","09:30 - Meet up at hotel lobby (in <a class=""auto-highlight"" href=""/to/Chiang Mai"" target=""_blank"">Chiang Mai</a> area) / 10:00 - Start the trip. Follow me by cycling to the destination via a local road which we'll go through a village and forest! / 12:00 - At this time, we'll be arriving at the Royal Flora and <a class=""auto-highlight"" href=""/to/Chiang Mai"" target=""_blank"">Chiang Mai</a> Night Safari! (Stop by) / 13:00 - We'll be arriving at the Grand Canyon for lunch! / 14:00 - It's swimming and chilling time! / 15:00 - Time to head back home! We'll be cycling back via the same route! / 17:00 - We should be arriving at the bike room in Nimman to return the bicycles, and this is where the trip ends! Thank you so much for joining my trip!",Chiang Mai
Cambodian Countryside Tour in Kampot,"The countryside surrounds the city of the Kampot is full of a beautiful scenery, traditional Khmer villages, and the seasonal rice paddies.","08:00 - Meet up at hotel lobby (in Kampot area) / 08:15 - Ride by tuk tuk to country side, during the riding you will enjoy of the best morning environment, stop in some rice fields and interaction with local people / 09:15 - Visit a handicraft tailor, sugar palm accessories all leaded by local people. Visit a local family / 11:00 - Visit a pepper farm and discover the best pepper of the world / 12:00 - Lunch (not include) Note: At the beginning of the tour the guide will ask if want us to arrange the local lunch / 13:00 - Back to the hotel, During the way, stop in the local Pagoda",Kampot
"Sundial, Calendar and Khmer Temples in Buriram","Let's get a taste of the Phanom Rung Historical Park, the most amazing Khmer architecture site in Thailand! Enjoy Phanom Rung Festival and see the sunrise pass through the 15 gates of the park! This trip is fixed for only in April!","03:00 - Meet up at Bus Terminal (Buriram Bus Terminal) / 03:30 - Let's start by going to the Phanom Rung Historical Park (1hr. drive)! / 05:30 - Enjoy seeing the sun rising pass through all the 15 gates of Phanom Rung Historical Park (4 times a year)! / 07:00 - Gain more knowledge about Phanom Rung Historical Park about its history and culture. Let's enjoy the festival, which only holds once a year! /  - Let's enjoy the cultural parade show! (500 Baht fee excluded) /  - Then, let's enjoy the light and sound show in the ""Miracle of Phanom Rung"". /  - Back to Buriram city. The time can be changed depending on us, and we'll end the trip here! Thank you for joining me!",Buriram
Explore The Giant Three-Headed Elephant - The Ancient City - Bang Pu Seaside,"Are you looking for something special? Sure!! Please come and join me.This trip provide you with exploring impressing places like The Gigantic Three Head Elephant and The Ancient City where you can immerse the value of Thainess in one day. ","08:00 - Meet up at hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area) / 09:00 - The Erawan MuseumHere, you will be thrilled with the Erawan, a gigantic three-headed elephant art display from mythology. You might find yourself feeling like you stay in an idealistic Thai heaven. / 11:00 - The Ancient CityThis is the largest outdoor museum in the world. You can enjoy cycling throughout this place. It give you experience like you travel through Thai famous places in one day. / 16:00 - Arrive in <a class=""auto-highlight"" href=""/article/bang-pu"" target=""_blank"">Bang Pu</a>. Enjoy the view of sea and thousands of migrant birds. / 17:00 - Return to your hotel.",Samut Prakan
Afterdark market,"Meet up at Samyan MRT Station. Exit 1. At the bottom of the stairs, we venture into the world of Siam local beliefs n practice. Then, to night bazaar where u'll be marvelled at the authenticity n vast array of products n delicacies. Non-tourist trap!",18:00 - Meet up at MRT Station (Thailand Cultural Centre) / 18:30 - Begin our adventure at Lalaland. / 20:30 - We bid farewell via Local coffee shop for tradtional drink,Bangkok
Open Zoo & Temple Tour,"Explore Khao Kheow Open Zoo, which is one of the most wonderful wildlife zoos in Thailand, and Chinese 'Na-Ja' Temple. ","09:30 - Meet up at hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area) / 11:30 - Arrive in Bangsaen, our frist stop is Na-Ja Temple. Observe the beautiful Chinese mythology inspired architecture and learn the story of Na Ja god. / 12:30 - It's lunch time! / 13:30 - Check out our famous Khao Kheow Open Zoo / 16:00 - Go back <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> / 18:00 - Arrive in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>",Chonburi
Explore the Beautiful Island of Koh Lan in Pattaya,"One day trip to Koh Lan by private car. Koh Lan is very beautiful island and very close to <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>. The water is crystal clear while the sand is so ivory and soft. Exploring Koh Lan with me. You'll definitely love it!","07:15 - Meet up at hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area) / 08:30 - Stop by motorway's resting area for a quick break / 10:00 - Arrive in Pattaya, then, take a ferry to Koh Lan / 11:00 - Ride a bicycle or take s local bus to the beach. We will have lunch and enjoy our beach activities once we arrive at the beach. / 17:00 - Take a ferry back to Pattaya and head over to a local place for dinner / 20:00 - Get ready to head back to <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> / 21:30 - Arrive in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> ",Pattaya
Exciting tour on natural way in Maesot-Probphra,9 hrs of exciting tour on natural way in Maesot-Probphra-Tour around the city-Tour famous market-Tour temple and  culture-Tour cave-Tour famous waterfallsAnd soak into Hot Spring,"08:30 - Meet up at hotel lobby (in Tak area) / 08:30 - Meet up at our meeting point- Pickup in Maesot Area / 08:45 - Rim moei marketThe market is near border. You can buy souvenir from local people  / 09:30 - Phu phatham templeThe temple is wonderful because there are many pagodas on mountain. You can go to the top to see around there. / 11:00 - Tour around Maesot and Manee prai son templeManee prai son temple differrent another temple because on this pagoda has small pagodas all around 233 pagodas / 12:30 - Lunch at Thararak waterfallWhen we finish maesot tour .We will go to Thararak waterfall for lunch. You can choose what you want from staff. / 13:30 - Phra that chedi This temple located on the top of thararak waterfall. In this Place we can overview the village / 14:30 - Tum Si-Fah (Blue Cave)Wonderful cave in Maesot.This cave is different to other caves because the wall is blue by natural colour. / 16:00 - Hot SpringAfter traveling all day. You can in soak hot spring, mineral water for relaxing. / 17:30 - Send to your hotel in Maesot",Tak
"One day trip Buddhist culture at the Biggest temple in Thailand: Wat Phra Dhammakaya, Pathumthani","Learning Buddhist culture, Sightseeing a million Buddha statue pagoda and unique greatest sphere building, and Indulging yourself in peaceful and powerful air. Let yourself find truly happiness by meditation.","09:00 - Meet up at hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area) / 09:00 - Meet up at the international reception center in Wat Phra DhammakayaChange into white clothes (included) / 09:15 - Watch VDO ""The welcoming and introducing Wat Phra Dhammakaya"" at the VDO Theatre / 09:30 - Learn meditation class with Great Teaching Monk / 10:00 - Pay a visit to Wat Phra Dhammakaya temple by our golf carts / 11:00 - Have lunch / 12:00 - Return to the international reception center Return the white clothesGet the souvenir / 12:30 - End of the trip",Pathum Thani
Pokémon Go! Catching trip in Kanchanaburi!,Are you just visiting thailand? Want to travel around and want to catch Pokémon at the same time?! I will take you to travel and catch 'em all! Come with me and you'll know more about world war history and catch wild and rare Pokémon!!,"07:00 - Meet up at hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area) / 09:30 - At <a class=""auto-highlight"" href=""/to/Kanchanaburi"" target=""_blank"">Kanchanaburi</a>, have breakfast, talk about WW2 and River Kwai bridge. Catch Pokemon!! / 12:00 - At Krasae Cave,  The Death railway. Have launch and Catch Pokemon with history. / 14:00 - Relax Time!  visit Saiyoknoi Waterfall or catch wild pokemon around it. / 16:00 - Around the time for coming back to <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> / 19:00 - Send you back to hotel with full of happiness and memories!",Kanchanaburi
"Escape the Busy City to Explore the Real Local Life in Kanchanaburi! ","I will take you to visit my Aunt's house. In this trip, we'll go shopping at the market for our cooking class and enjoy lunch together! After that, we'll go to visit two beautiful temples around the area. Let's make an ordinary day to a perfect day!","08:30 - Meet up at our meeting point- BTS Station (Mo Chit)- MRT Station (<a class=""auto-highlight"" href=""https://www.takemetour.com/article/chatuchak-market"" target=""_blank"">Chatuchak</a> Park, Lat Phrao, Phahon Yothin) / 10:00 - We are in <a class=""auto-highlight"" href=""/to/Kanchanaburi"" target=""_blank"">Kanchanaburi</a>! Let's go buy the ingredients for our cooking class! They will include green papaya, beans, tomato, small dried shrimp and glutinous flour at the market! / 10:30 - It's cooking time! Let's learn how to make the papaya salad (Som Tam) and some Thai desserts! You'll then get to enjoy lunch together, lie down on the hammock, and immerse yourself in the relaxing atmosphere here. / 13:00 - Visit Wat Thipsukhontharam Temple. The highlight of the temple is the largest bronze Buddha statue in Thailand. It is said that if you come to pay homage, you will find peace within your life! / 14:00 - Visit Wat Salongrua Temple. Here, they have the largest replica of the world's largest swan boat! It was built during the <a class=""auto-highlight"" href=""/to/Ayutthaya"" target=""_blank"">Ayutthaya</a> period, some 400-500 years ago!. It's a very interesting place around this area, and you shouldn't miss it! / 15:00 - Time to say goodbye, and head back to <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>! I hope you enjoyed my trip! Have a nice day!",Kanchanaburi
Catch of a Lifetime: Fishing for Giant Catfish and Carps,"Spend a day relaxing at a fishing park with a passionate angler who has experiences both in Thailand and overseas. Let's catch giant Mekong Catfish and giant Siamese Carp, both weighing up to 100+ kilos.","07:00 - Meet up at hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area) / 08:00 - Arrive at the fishing park and begin fishing for giant catfish and carps. Don't worry, we have an experienced angler to guide you through! / 12:00 - Have lunch at the pond. They have a wonderful restaurant serving authentic Thai food. / 16:00 - Pack up and return to your hotel or location of your choice in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>.",Bangkok
"Bangkok Grand Palace & Wat Phra Kaew (Emerald Buddha) ","Immerse yourself in the cultural and historical heritage of <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> by exploring the Grand Palace, Wat Phra Kaew, Wat Pho and much more with an experienced and local tour guide.This trips you can get a lot of memories","08:30 - Meet up at our meeting point- MRT Station (Any Station)- BTS Station (Saphan Taksin)- Hotel lobby (in <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a> area) / 09:30 - Visit The Grand Palace and Wat Phra Kaew or Emerald Buddha Temple. Walk around to sightseeing / Wat Phra Kaew is regarded as the most important Buddhist temple in Thailand, located in the historic centre of <a class=""auto-highlight"" href=""/to/Bangkok"" target=""_blank"">Bangkok</a>. (Exclude Admission Fee) / 10:30 - The second Wat Pho. This Temple you will see the big reclining Buddha and you can see traditional Thai massage. If you would like to relaxing with real Thai massage. / 12:00 - Local Lunch at the street food or restaurant around  Chao Phraya River. / 13:30 - Take a boat t to Wat Arun Rajwararam The highlight of Wat Arun is the grand pagoda, Wat Arun, locally known as Wat Chaeng, is situated on the west (Thonburi) bank of the Chao Phraya River. / 14:00 - Visit Wang Lang Market, we will walk through the little alley, enjoy the street food along the way. / 14:30 - Return to hotel.",Bangkok
